,,,,Start Date,End Date,Funder,,,,,,,,,,,,,,,,Age + # Participants
Program,Organization,Location,Page, (dd/mm/yyyy), (dd/mm/yyyy),HNZ,NSF,BND,FNE,GGL,BHL,GRB,PGH,MCN,SPR,DOE,AVD,AUG,BMB,Other (name),Arena ,PreSchool,Elementary,MS,HS,Adult,TOTAL,Geo,Connections/Dialogues,Collaborating Partners,Affiliations ,Comments,Themes,Tags
Finch,Project Artemis @ Brown University,"Providence, RI",Finch,7/1/2010,8/15/2010,1,1,,,,,,,,,,,,,,Formal Education,,,,20,2,22,National
Finch,AP CS Reading,"Cincinnati, OH",Finch,6/7/2011,6/7/2011,,,,,,,,,,,,,,,No funder,Teacher Training,,,,,25,25,National
Finch,CS4HS - Carnegie Mellon,"Pittsburgh, PA",Finch,7/7/2011,7/7/2011,,,,,,,,,,,,,,,No funder,Teacher Training,,,,,38,38,National
Gigapan,Brazil Ministry of Education," Brasilia, Brazil",Gigapan Training,03/2010,,,,,,1,,,,,,,,,,,Teacher Training,,,,,3,3,International
Gigapan,Art Institute,Pittsburgh PA,Gigapan Training,1/11/2010,3/27/2010,,,,,1,,,,,,,,,,,Academia,,,,,46,46,Regional
Gigapan,Art Institute,Pittsburgh PA,Gigapan Training,7/12/2010,9/18/2010,,,,,1,,,,,,,,,,,Academia,,,,,40,40,Regional
Gigapan,CREATE Lab,Pittsburgh PA,Gigapan Training,9/21/2010,9/21/2010,,,,,1,,,,,,,,,,,Informal Education,,,,,8,8,Regional,,CMU - Civil and Environmental Engineer Department,,Gigapan training by Clara
Gigapan,CREATE Lab,Pittsburgh PA,Gigapan Training,4/20/2011,4/20/2011,,,,,1,,,,,,,,,,,Informal Education,,,,,9,9,Regional,,,,Gigapan training by Clara
Gigapan,Pittsburgh Parks Conservancy,Pittsburgh PA,Gigapan Training,3/14/2011,3/14/2011,,,,,1,,,,,,,,,,,Informal Education,,,,,7,7,Regional,,,,Gigapan training by Clara and Dror
Gigapan,Penn State Master Gardner,Pittsburgh PA,Gigapan Training,1/17/2011,1/17/2011,,,,,1,,,,,,,,,,,Informal Education,,,,,7,7,Regional,,Penn State - Master Gardening Program,,Gigapan training by Clara
Gigapan,CREATE Lab,Pittsburgh PA,Gigapan Training,3/10/2011,3/10/2011,,,,,1,,,,,,,,,,,Informal Education,,,,,5,5,Regional,,,,Gigapan training by Clara
Gigapan,Scuola Grafica San Zeno,Verona Italy,Gigapan Learning,08/2010,,,,,,1,,,,,,,,,,,Formal Education,,,,25,,25,International
Gigapan,Scuola Grafica San Zeno,Verona Italy,Gigapan Learning,08/2010,,,,,,1,,,,,,,,,,,Academia,,,,,28,28,International
Gigapan,Scuola Grafica San Zeno,Verona Italy,Gigapan Learning,08/2010,,,,,,1,,,,,,,,,,,Business,,,,,60,60,International
Gigapan,Mossawa Center,Haifa Israel,Gigapan Learning,04/2010,,,,,,1,,,,,,,,,,,Informal Education,,,25,25,5,55,International
Gigapan,Boyd Community Center,Pittsburgh PA,Gigapan Learning,6/28/2010,7/2/2010,,,,,1,,,,,,,,,,,Informal Education,,7,,,,7,Regional,,,,Clara-Summer Camp with Nikki 
Gigapan,Kelluwen,Valdivia Chile,Kelluwen,09/2010,,,,,,1,,,,,,,,,,,Formal Education,,,300,300,20,620,International,Public schools in Valdivia,Universidad Austral de Chile,,Government funded project
Robot Diaries,Allegheny Traditional,Pittsburgh PA,Children Innovative Project,11/2010,,,1,,,,,,,,,,,,,,Formal Education,,20,,,,20,Regional,,"Children's Museum, Jeremy Boyle"
Gigapan,Hawaii Pacific University,"Honolulu, HI",Magazine,5/30/2009,5/30/2010,,,,1,,,,,,,,,,,,Academia,,,,,30,30,National,,Richard Palmer,,Pete Britos Fort Street Mall Field Trip with Students
Gigapan,Hawaii Pacific University,"Honolulu, HI",Magazine,9/8/2009,5/9/2010,,,,,1,,,,,,,,,,,Academia,,,,,37,37,National,,Richard Palmer,,Gigapan magazine- Dean's Award for Visionary Art and Design
Gigapan,Marshall University,Huntington WV,June Harless,11/2010,,,,1,,,,,,,,,,,,,Teacher Training,,,,,20,20,National,,,,Satelite
Gigapan,Marshall University,Huntington WV,June Harless,01/2011,05/2012,,,1,,,,,,,,,,,,,Formal Education,17,300,50,150,,517,National,,potential: WV ED,,need accurate numbers for each age
Gigapan,Marshall University,Huntington WV,June Harless,01/2011,05/2012,,,1,,,,,,,,,,,,,Informal Education,,30
Message From Me,The Children's School,Pittsburgh PA,MFM,4/2010,12/2010,,,,,,,,,,1,,,,,,Formal Education,47,,,,12,59,Regional,,"PAEYC, The Children's School"
Message From Me,The Children's School,Pittsburgh PA,MFM,4/2010,12/2010,,,,,,,,,,1,,,,,,Teacher Training,,,,,8,8,Regional,,"PAEYC, The Children's School"
Gigapan,National Geographic Photo Camp,Pine Ridge SD,NatGeo,9/6/2009,9/9/2009,,,,,1,,,,,,,,,,,Informal Education,,,9,8,11,28,Regional,,,"National Geographic, Pine Ridge Boys and Girls Club, Vision Workshops"
Gigapan,National Geographic Photo Camp,Biscayne Bay FL,NatGeo,4/27/2010,5/2/2010,,,,,1,,,,,,,,,,,Informal Education,,,,15,5,20,National,,,"National Geographic, South Dade HS, Vision Workshops"
Gigapan,National Geographic Photo Camp,N'Djamena Chad,NatGeo,10/11/2010,10/30/2010,,,,,1,,,,,,,,,,,Informal Education,,,,,50,50,International,,,"National Geographic, US AID, Vision Workshops",40 local adult students 10 staff
All,South Fayette School District,"McDonald, PA",PD,6/10/2011,6/10/2011,,,,,1,,,,,,,,,,,Teacher Training,,,,,24,24,Regional,,Arts Education Collaborative
Robot Diaries,Arts Education Collaborative ,Pittsburgh PA,PD ,5/24/2011,5/24/2011,,1,,,,,,,,,,,,,,Teacher Training,,,,,7,7,Regional,,Upper St. Clair School District,,Professional Development
Robot Diaries,Richland HS,Johnstown PA,RD Research,06/2010,,,1,,,,,,,,,,,,,,Formal Education,,40,70,,,110,Regional,,,,#s include the whole schoolyear 2010-11
Robot Diaries,California Area School,California PA,RD Research,06/2010,,,1,,,,,,,,,,,,,,Formal Education,,,57,,3,60,Regional,,,,#s include the whole schoolyear 2010-11 - interdisciplinary as well as technology class
Robot Diaries,CREATE Lab,Pittsburgh PA,RD Research,07/2011,,,1,,,,,,,,,,,,,,Teacher Training,,,,,10,10,Regional,,Tanner + Robert
Robot Diaries,YWCA Homewood,Pittsburgh PA,RD YWCA,10/2010,,,,1,,,,,,,,,,,,,Informal Education,,,13,,,13,Regional,,Gwen's Girls,,iPuppets
Robot Diaries,Oglebay Institute,Wheeling WV,RD YWCA,10/2010,,,,1,,,,,,,,,,,,,Informal Education,,65,7,,,72,Regional,,"Trialdelphia Middle School, YWCA",,iPuppets
Robot Diaries,Lemoyne Center,Washington WV,RD YWCA,10/2010,,,,1,,,,,,,,,,,,,Informal Education,,15,,,,15,Regional,,YWCA initiative,,iPuppets
Robot Diaries,Boys and Girls Club,Pittsburgh PA,RD YWCA,10/2010,,,,1,,,,,,,,,,,,,Informal Education,,,,,,0,Regional,,YWCA initiative,,iPuppets
Robot Diaries,CREATE Lab,Pittsburgh PA,RD YWCA,10/2010,,,,1,,,,,,,,,,,,,Teacher Training,,,,,8,8,Regional,,YWCA initiative,,iPuppets
Gigapan,Saaraketha Private Limited,Batharamulla Sri Lanka,Saaraketha,07/2010,,,,,,1,,,,,,,,,,,Formal Education,,,,32,8,40,International,,Local Schools,,English teaching using Gigapan
Gigapan,Saaraketha Private Limited,Batharamulla Sri Lanka,Saaraketha,07/2010,,,,,,1,,,,,,,,,,,Civic Engagement,,,,,750,750,International,,Patrick O'Shea,,Sustainable Agriculture Practices
TourBots,Consortium for Public Education,Pittsburgh PA,Cobot,4/14/2011,4/14/2011,,1,,,,,,,,,,,,,,Formal Education,,,,16,7,23,National,,,,"The Future is Mine initiative David Adamson, Bob Bigham and Jim Skees gave a tour to students. (need survey)"
TourBots,Cub Scouts,Pittsburgh PA,Cobot,4/30/2011,4/30/2011,,1,,,,,,,,,,,,,,Informal Education,,20,,,10,30,Regional,,Mark Dorgan,,"Mark is a CMU staff member, CREATE supporter, and scout leader."
TourBots,Propel School,Pittsburgh PA,Cobot,4/28/2011,4/28/2011,,1,,,,,,,,,,,,,,Informal Education,,,,13,3,16,Regional,,,,Laura T. brought the visiting Propel kids to Gates to take the tour that the TFIM group wrote.
Gigapan,PROPEL Braddock Hills,Pittsburgh PA,UNESCO,3/9/2011,6/15/2011,,,,,1,,,,,,,,,,,Formal Education,,,,11,4,15,Regional
Gigapan,Diponegoro 1 Senior High School,"Jakarta, Indonesia",UNESCO,5/2009,,,,1,,,,,1,,,,,,,,Formal Education,,,,4,2,6,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,Burgettstown Area School District,"Burgettstown, PA",UNESCO,4/2009,,,,1,,,,,1,,,,,,,,Formal Education,,,,185,4,189,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,Etablissment scolaire de Grandson,"Grandson, Switzerland",UNESCO,10/2010,,,,1,,,,,1,,,,,,,,Formal Education,,,27,,2,29,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,Lavela Secondary School,"Soweto, South Africa",UNESCO,5/2008,,,,1,,,,,1,,,,,,,,Formal Education,,,,30,2,32,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,South Fayette Middle School,"South Fayette, PA",UNESCO,4/2009,,,,1,,,,,1,,,,,,,,Formal Education,,,91,,5,96,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,Organização Educacional Farias Brito,"Fortaleza, Brazil",UNESCO,5/2009,,,,1,,,,,1,,,,,,,,Formal Education,,,30,,6,36,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,SMA Labschool Jakarta,"Jakarta, Indonesia",UNESCO,5/2009,,,,1,,,,,1,,,,,,,,Formal Education,,,,15,10,25,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,Al Izhar Senior High School,"Jakarta, Indonesia",UNESCO,5/2009,,,,1,,,,,1,,,,,,,,Formal Education,,,,10,1,11,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,Connellsville Area High School,"Connellsville, PA",UNESCO,4/2009,,,,1,,,,,1,,,,,,,,Formal Education,,,,8,4,12,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,Raymond Mhlaba Secondary School,"Soweto, South Africa",UNESCO,11/2010,,,,1,,,,,1,,,,,,,,Formal Education,,,,30,2,32,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,Bishop's High School,"Scarborough, Tobago",UNESCO,9/2008,,,,1,,,,,1,,,,,,,,Formal Education,,,,50,2,52,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,Propel School,"Pittsburgh, PA",UNESCO,4/2009,,,,1,,,,,1,,,,,,,,Formal Education,,,?,?,8,?,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,Naparima Girls' High School,"San Fernando, Trinidad",UNESCO,9/2008,,,,1,,,,,1,,,,,,,,Formal Education,,,,50,8,58,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,Falk Laboratory School,"Pittsburgh, PA",UNESCO,1/2008,,,,1,,,,,1,,,,,,,,Formal Education,,,50,,3,53,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,"International School of Geneva, Nations Campus","Geneva, Switzerland",UNESCO,10/2010,,,,1,,,,,1,,,,,,,,Formal Education,,,,?,12,?,International,UNESCO schools,"UNESCO-IBE, ASPnet"
Gigapan,Waldorf School of Baltimore,"Baltimore, MD",UNESCO,5/2011,,,,1,,,,,1,,,,,,,,Formal Education,,,,?,1,,International,UNESCO schools,"UNESCO-IBE, ASPnet",,Newly joining the project - will enter dialogue in fall '11
Robot Diaries,Mushroom Family Learning Center,Pittsburgh PA,Volunteerism/Visit,3/23/2011,3/23/2011,,1,,,,,,,,,,,,,,Formal Education,25,,,,,25,Regional,,,,Chris Bartley's daughter's school
Robot Diaries,Marshall University,Huntington WV,RD Research,5/12/2011,5/12/2011,,1,,,,,,,,,,,,,,Teacher Training,,,,,3,3,Regional,,CREATE Lab Satellite,,Workshop at CREATE Lab
Gigapan,Consortium for Public Education,Pittsburgh PA,Volunteerism/Visit,4/22/2010,4/22/2010,,,,,1,,,,,,,,,,,Formal Education,,,,18,9,27,Regional,,,,"The Future is Mine initiative, Clara-Students wrote stories and gigapan themselves"
Gigapan,Consortium for Public Education,"Monessen, PA",Volunteerism/Visit,5/7/2010,5/7/2010,,,,,1,,,,,,,,,,,Formal Education,,,,77,10,87,Regional,,Douglas Education Center,,"Clara- Story telling workshop at Monessen, PA"
Gigapan,University of Guelph,"Guelph, Ontario, Canada",FINE,,,,,,1,,,,,,,,,,,,Academia,,,,,,,International
Gigapan,A.C.H. Clear Pathways,"Pittsburgh, PA",Gigapan Learning,4/7/2011,6/30/2011,,,,,1,,,,,,,,,,,Informal Education,,,13,14,2,29,Regional,,"Housing Authority City of Pittsburgh
"
Gigapan,"Northern Rockies Educational Services, Inc","Valier, Mt",Professional Development,3/4/2011,7/31/2011,,,,,1,,,,,,,,,,,Teacher Training,,,,,10,10,National,,Schools near Indian reservations
Robot Diaries,CREATE Lab,"Pittsburgh, PA",RD Research,7/11/2011,7/16/2011,,1,,,,,,,,,,,,,,Teacher Training,,,,,8,8,National,,Middle and High School Teachers,,Graduate course 16-651: Educational Robotics for the Classroom 
